TCGA-A5-A0G3,3
TCGA-A5-A0G5,3
TCGA-A5-A0G9,1
TCGA-A5-A0GA,1
TCGA-A5-A0GB,1
TCGA-A5-A0GD,3
TCGA-A5-A0GE,2
TCGA-A5-A0GH,1
TCGA-A5-A0GI,2
TCGA-A5-A0GJ,3
TCGA-A5-A0GM,2
TCGA-A5-A0GN,3
TCGA-A5-A0GP,1
TCGA-A5-A0GQ,2
TCGA-A5-A0GU,2
TCGA-A5-A0GV,2
TCGA-A5-A0GW,3
TCGA-A5-A0GX,2
TCGA-A5-A0R6,3
TCGA-A5-A0R7,2
TCGA-A5-A0R8,2
TCGA-A5-A0R9,2
TCGA-A5-A0RA,2
TCGA-A5-A0VO,2
TCGA-A5-A0VP,1
TCGA-A5-A0VQ,2
TCGA-AJ-A23M,3
TCGA-AP-A051,1
TCGA-AP-A052,3
TCGA-AP-A053,3
TCGA-AP-A054,1
TCGA-AP-A056,1
TCGA-AP-A059,1
TCGA-AP-A05A,3
TCGA-AP-A05D,3
TCGA-AP-A05H,3
TCGA-AP-A05J,3
TCGA-AP-A05N,2
TCGA-AP-A05P,2
TCGA-AP-A0L8,3
TCGA-AP-A0L9,3
TCGA-AP-A0LD,1
TCGA-AP-A0LE,1
TCGA-AP-A0LF,3
TCGA-AP-A0LG,1
TCGA-AP-A0LH,3
TCGA-AP-A0LI,3
TCGA-AP-A0LJ,2
TCGA-AP-A0LL,2
TCGA-AP-A0LM,1
TCGA-AP-A0LN,2
TCGA-AP-A0LO,2
TCGA-AP-A0LP,2
TCGA-AP-A0LQ,2
TCGA-AP-A0LT,1
TCGA-AP-A0LV,2
TCGA-AP-A1DQ,3
TCGA-AX-A05S,1
TCGA-AX-A05T,2
TCGA-AX-A05U,2
TCGA-AX-A05W,2
TCGA-AX-A05Y,2
TCGA-AX-A05Z,1
TCGA-AX-A060,1
TCGA-AX-A062,2
TCGA-AX-A063,1
TCGA-AX-A064,3
TCGA-AX-A06B,3
TCGA-AX-A06H,2
TCGA-AX-A06L,2
TCGA-AX-A0IS,2
TCGA-AX-A0IU,3
TCGA-AX-A0IW,3
TCGA-AX-A0J0,1
TCGA-AX-A0J1,1
TCGA-AX-A1C7,3
TCGA-AX-A1C8,3
TCGA-AX-A1CP,3
TCGA-AX-A2H5,3
TCGA-AX-A2HF,3
TCGA-B5-A0JN,3
TCGA-B5-A0JR,1
TCGA-B5-A0JS,2
TCGA-B5-A0JT,2
TCGA-B5-A0JV,1
TCGA-B5-A0JY,1
TCGA-B5-A0JZ,1
TCGA-B5-A0K0,2
TCGA-B5-A0K1,2
TCGA-B5-A0K2,1
TCGA-B5-A0K3,3
TCGA-B5-A0K4,2
TCGA-B5-A0K6,1
TCGA-B5-A0K7,2
TCGA-B5-A0K8,3
TCGA-B5-A0K9,1
TCGA-B5-A11E,1
TCGA-B5-A11F,2
TCGA-B5-A11G,3
TCGA-B5-A11H,1
TCGA-B5-A11I,3
TCGA-B5-A11J,3
TCGA-B5-A11M,2
TCGA-B5-A11N,1
TCGA-B5-A11O,1
TCGA-B5-A11Q,2
TCGA-B5-A11R,1
TCGA-B5-A11S,3
TCGA-B5-A11U,3
TCGA-B5-A11V,2
TCGA-B5-A11W,2
TCGA-B5-A11X,2
TCGA-B5-A11Y,1
TCGA-B5-A11Z,2
TCGA-B5-A121,2
TCGA-B5-A1MU,3
TCGA-B5-A1MY,3
TCGA-BG-A0LW,2
TCGA-BG-A0LX,1
TCGA-BG-A0M0,1
TCGA-BG-A0M2,2
TCGA-BG-A0M3,2
TCGA-BG-A0M4,1
TCGA-BG-A0M6,3
TCGA-BG-A0M7,2
TCGA-BG-A0M8,3
TCGA-BG-A0M9,2
TCGA-BG-A0MC,2
TCGA-BG-A0MG,2
TCGA-BG-A0MI,2
TCGA-BG-A0MO,3
TCGA-BG-A0MQ,1
TCGA-BG-A0MS,2
TCGA-BG-A0MT,2
TCGA-BG-A0MU,2
TCGA-BG-A0RY,2
TCGA-BG-A0VT,2
TCGA-BG-A0VV,2
TCGA-BG-A0VW,3
TCGA-BG-A0VX,3
TCGA-BG-A0VZ,1
TCGA-BG-A0W1,2
TCGA-BG-A0W2,2
TCGA-BG-A0YU,2
TCGA-BG-A0YV,3
TCGA-BG-A186,2
TCGA-BG-A187,2
TCGA-BG-A18A,2
TCGA-BG-A18B,2
TCGA-BG-A18C,3
TCGA-BG-A2AE,3
TCGA-BK-A0C9,1
TCGA-BK-A0CA,2
TCGA-BK-A0CB,2
TCGA-BK-A0CC,3
TCGA-BK-A139,3
TCGA-BK-A13C,2
TCGA-BS-A0T9,2
TCGA-BS-A0TA,1
TCGA-BS-A0TC,1
TCGA-BS-A0TD,2
TCGA-BS-A0TE,3
TCGA-BS-A0TG,2
TCGA-BS-A0TI,2
TCGA-BS-A0TJ,1
TCGA-BS-A0U5,2
TCGA-BS-A0U7,2
TCGA-BS-A0U8,1
TCGA-BS-A0U9,3
TCGA-BS-A0UA,2
TCGA-BS-A0UF,1
TCGA-BS-A0UJ,1
TCGA-BS-A0UL,3
TCGA-BS-A0UM,1
TCGA-BS-A0UT,3
TCGA-BS-A0UV,1
TCGA-BS-A0V6,2
TCGA-BS-A0V7,2
TCGA-BS-A0V8,2
TCGA-BS-A0WQ,2
TCGA-D1-A0ZN,2
TCGA-D1-A0ZO,1
TCGA-D1-A0ZP,3
TCGA-D1-A0ZQ,2
TCGA-D1-A0ZR,3
TCGA-D1-A0ZS,2
TCGA-D1-A0ZU,2
TCGA-D1-A0ZV,2
TCGA-D1-A0ZZ,3
TCGA-D1-A101,1
TCGA-D1-A102,2
TCGA-D1-A103,1
TCGA-D1-A15V,3
TCGA-D1-A15W,2
TCGA-D1-A15X,1
TCGA-D1-A15Z,2
TCGA-D1-A160,2
TCGA-D1-A161,2
TCGA-D1-A163,1
TCGA-D1-A165,2
TCGA-D1-A167,1
TCGA-D1-A168,2
TCGA-D1-A169,3
TCGA-D1-A16B,2
TCGA-D1-A16D,2
TCGA-D1-A16E,2
TCGA-D1-A16F,1
TCGA-D1-A16G,3
TCGA-D1-A16I,3
TCGA-D1-A16J,3
TCGA-D1-A16N,3
TCGA-D1-A16O,2
TCGA-D1-A16Q,2
TCGA-D1-A16R,2
TCGA-D1-A16S,3
TCGA-D1-A16X,1
TCGA-D1-A16Y,1
TCGA-D1-A174,1
TCGA-D1-A176,1
TCGA-D1-A177,1
TCGA-D1-A17A,3
TCGA-D1-A17B,2
TCGA-D1-A17C,2
TCGA-D1-A17D,2
TCGA-D1-A17F,1
TCGA-D1-A17H,1
TCGA-D1-A17K,3
TCGA-D1-A17L,2
TCGA-D1-A17M,1
TCGA-D1-A17N,2
TCGA-D1-A17Q,1
TCGA-D1-A17R,2
TCGA-D1-A17S,2
TCGA-D1-A17T,2
TCGA-D1-A17U,1
TCGA-D1-A1NU,3
TCGA-D1-A1NX,3
TCGA-DI-A0WH,1
TCGA-DI-A1NN,3
TCGA-E6-A1LZ,3
TCGA-EO-A1Y5,3
TCGA-EO-A1Y8,3
TCGA-EY-A1GS,3
TCGA-EY-A212,3
TCGA-FI-A2D2,3
TCGA-FI-A2EW,3
TCGA-FI-A2EX,3
TCGA-FI-A2F8,3
